tmin	tier	text	tmax
0.358394	Parlator	n	0.479799
0.479799	Parlator	"a	0.496661
0.543874	Parlator	a	0.568605
0.568605	Parlator	p^h	0.688886
0.688886	Parlator	|S	0.787808
0.787808	Parlator	u_0	0.837270
0.837270	Parlator	t^hj#	0.941813
0.941813	Parlator	j	0.958675
0.978909	Parlator	u	0.993523
0.993523	Parlator	m#	1.054225
1.054225	Parlator	(.)	1.281298
1.281298	Parlator	p^h\	1.317270
1.317270	Parlator	"|O	1.412820
1.412820	Parlator	k^h	1.609445
1.609445	Parlator	|R	1.697126
1.697126	Parlator	"|O	1.723619
1.752847	Parlator	|O	1.769708
1.779187	Parlator	t^s\:#	2.141154
2.542466	Parlator	p^h	2.587431
2.587431	Parlator	"|O	2.611676
2.611676	Parlator	|O	2.684105
2.684105	Parlator	|S	2.792021
2.792021	Parlator	a	2.869586
2.869586	Parlator	t_}	2.937883
2.937883	Parlator	k^h	3.026866
3.026866	Parlator	|O	3.108927
3.108927	Parlator	v	3.174126
3.174126	Parlator	a	3.206549
3.242697	Parlator	a	3.262931
3.262931	Parlator	t^s\#	3.370847
3.370847	Parlator	(.)	3.406819
3.406819	Parlator	i#	3.447111
3.447111	Parlator	n	3.543962
3.566268	Parlator	"a	3.589874
3.589874	Parlator	a	3.647381
3.647381	Parlator	t^|S	3.774407
3.793340	Parlator	|1#	3.831561
3.851971	Parlator	s\	3.964384
3.964384	Parlator	|E#	4.008224
4.008224	Parlator	t^h	4.134126
4.155211	Parlator	|O#	4.198201
4.198201	Parlator	g^h\	4.316137
4.316137	Parlator	|O	4.337318
4.363173	Parlator	|O	4.391453
4.391453	Parlator	d^h\	4.474461
4.487951	Parlator	|O#	4.523923
4.554451	Parlator	(.)	5.284856
5.284856	Parlator	j	5.332343
5.379556	Parlator	"a	5.408510
5.408510	Parlator	g^h\#	5.461617
5.461617	Parlator	(j)	5.512203
5.512203	Parlator	(u)	5.643451
5.643451	Parlator	|Z#	5.739178
5.739178	Parlator	j	5.753792
5.787515	Parlator	u	5.801005
5.801005	Parlator	m#	5.854963
5.970571	Parlator	p^h	6.077539
6.077539	Parlator	|O	6.128124
6.128124	Parlator	k^h	6.303488
6.303488	Parlator	|R	6.377559
6.377559	Parlator	|E	6.416903
6.416903	Parlator	j	6.503460
6.503460	Parlator	|E	6.576528
6.576528	Parlator	t^s\	6.782243
6.802598	Parlator	|E#	6.962102
6.962102	Parlator	(.)	7.890651
7.890651	Parlator	f	7.932243
7.932243	Parlator	|R	8.014207
8.014207	Parlator	a|R)	8.097392
8.097392	Parlator	a_t	8.143481
8.143481	Parlator	s\	8.306479
8.306479	Parlator	t^s\	8.424512
8.424512	Parlator	|E#	8.462708
8.506573	Parlator	d^h\	8.681936
8.751608	Parlator	"|O#	8.813458
8.813458	Parlator	g^h\	8.909009
8.909009	Parlator	|O	8.955098
8.955098	Parlator	|R	9.105730
9.105730	Parlator	t^s	9.171932
9.171932	Parlator	k^h	9.258611
9.258611	Parlator	"a#	9.400250
9.400250	Parlator	(.)	10.366898
10.366898	Parlator	z	10.463572
10.499423	Parlator	"a	10.544509
10.544509	Parlator	l	10.614205
10.614205	Parlator	|E	10.698514
10.726496	Parlator	j	10.763592
10.787199	Parlator	|E	10.834533
10.834533	Parlator	t^s\	10.976075
11.004154	Parlator	|E_k#	11.026660
11.026660	Parlator	v	11.152562
11.152562	Parlator	"|O	11.198627
11.242492	Parlator	d^h\	11.324553
11.347011	Parlator	|O~	11.370618
11.370618	Parlator	m#	11.458323
11.458323	Parlator	(.)	11.599939
11.599939	Parlator	p^h	11.634811
11.634811	Parlator	|O	11.662914
11.662914	Parlator	s	11.754971
11.754971	Parlator	t^h	11.816918
11.816918	Parlator	"a	11.876497
11.876497	Parlator	v^j	11.960806
11.960806	Parlator	i	12.009022
12.009022	Parlator	t^s\	12.143917
12.143917	Parlator	|E_k#	12.203495
12.203495	Parlator	n_k	12.257453
12.257453	Parlator	a_k#	12.342887
12.342887	Parlator	p^h	12.458695
12.458695	Parlator	"a	12.501388
12.560990	Parlator	l	12.599210
12.599210	Parlator	n\	12.678999
12.712723	Parlator	c#	12.904972
12.904972	Parlator	i#	12.945440
12.945440	Parlator	n\	13.168016
