tmin	tier	text	tmax
0	Parlator	(.)	0.677042
0.677042	Parlator	(_)	0.776175
0.776175	Parlator	(_)	0.827807
0.827807	Parlator	(_)	0.931071
0.931071	Parlator	(_)	1.034335
1.098359	Parlator	(_)	1.164448
1.164448	Parlator	i~	1.247059
1.247059	Parlator	dj)^h	1.286300
1.286300	Parlator	j	1.331736
1.356519	Parlator	"a	1.397825
1.397825	Parlator	j~	1.484566
1.484566	Parlator	s	1.583700
1.583700	Parlator	k^h	1.672507
1.672507	Parlator	o#	1.734465
1.734465	Parlator	s	1.779901
1.779901	Parlator	t^h	1.866643
1.866643	Parlator	"a	1.895557
1.949254	Parlator	e~	2.069041
2.135129	Parlator	N	2.203284
2.203284	Parlator	k^h	2.331331
2.331331	Parlator	a#	2.519271
2.519271	Parlator	(.)	3.285312
3.326617	Parlator	a	3.380034
3.380034	Parlator	l	3.444058
3.444058	Parlator	e#	3.502166
3.502166	Parlator	n	3.578581
3.578581	Parlator	"a	3.636409
3.636409	Parlator	(r)	3.706629
3.706629	Parlator	b^h\	3.789240
3.805762	Parlator	a	3.859460
3.931744	Parlator	r	4.001964
4.001964	Parlator	t^s\	4.109358
4.109358	Parlator	i	4.154514
4.154514	Parlator	j#	4.272515
4.272515	Parlator	t^s	4.433607
4.433607	Parlator	o#	4.476978
4.516218	Parlator	m^j	4.609156
4.609156	Parlator	j	4.669049
4.669049	Parlator	e#	4.906556
4.972645	Parlator	(.)	5.102758
5.102758	Parlator	s\	5.193630
5.193630	Parlator	e#	5.280372
5.280372	Parlator	n	5.342330
5.342330	Parlator	a	5.395849
5.395849	Parlator	j	5.439220
5.439220	Parlator	b^h\	5.521831
5.521831	Parlator	"a	5.567267
5.610638	Parlator	(r)	5.641515
5.641515	Parlator	t^s\	5.720098
5.720098	Parlator	i#	5.769665
5.769665	Parlator	s	5.821016
5.821016	Parlator	t^h	5.914234
5.914234	Parlator	a	5.992434
5.992434	Parlator	j~	6.042282
6.042282	Parlator	N	6.087437
6.087437	Parlator	k^h\	6.141415
6.141415	Parlator	a#	6.170329
6.205439	Parlator	p^h	6.304572
6.304572	Parlator	o	6.339682
6.339682	Parlator	t^h\	6.403706
6.403706	Parlator	o	6.447076
6.447076	Parlator	p^h\	6.531753
6.556536	Parlator	a	6.595777
6.632952	Parlator	w	6.670127
6.740346	Parlator	a#	6.781652
6.781652	Parlator	(.)	7.448737
7.448737	Parlator	t^h	7.479716
7.479716	Parlator	o#	7.527218
7.527218	Parlator	b^h\	7.603633
7.603633	Parlator	w	7.642873
7.675918	Parlator	"a#	7.737876
7.737876	Parlator	s	7.803685
7.803685	Parlator	t^h	7.863680
7.863680	Parlator	a	7.941880
7.941880	Parlator	e~	7.991727
7.991727	Parlator	N	8.061666
8.061666	Parlator	k^h	8.132166
8.132166	Parlator	a#	8.177322
8.208582	Parlator	(f)s	8.340759
8.340759	Parlator	o	8.406848
8.406848	Parlator	d^z\	8.499786
8.499786	Parlator	o	8.584462
8.584462	Parlator	n	8.673269
8.726686	Parlator	o#	8.815774
8.815774	Parlator	(.)	9.476663
9.476663	Parlator	(f#s)	9.542752
9.561059	Parlator	"a	9.616822
9.616822	Parlator	l	9.687041
9.687041	Parlator	u	9.732758
9.732758	Parlator	f	9.854609
9.854609	Parlator	t^s	9.968200
9.968200	Parlator	e	10.048746
10.048746	Parlator	(.)	10.507059
10.507059	Parlator	n	10.554280
10.554280	Parlator	o	10.606193
10.606193	Parlator	r	10.678197
10.678197	Parlator	m	10.725979
10.725979	Parlator	"a	10.845485
10.845485	Parlator	lj)	10.878810
10.878810	Parlator	n\	10.957290
10.957290	Parlator	e~#	11.031640
11.031640	Parlator	Z	11.118382
11.118382	Parlator	a	11.177995
11.177995	Parlator	r	11.285389
11.285389	Parlator	u	11.343498
11.343498	Parlator	f	11.471264
11.471264	Parlator	k^h	11.539699
11.603442	Parlator	a#	11.715248
11.715248	Parlator	(.)	12.113847
12.113847	Parlator	m	12.208850
12.208850	Parlator	a	12.285265
12.336617	Parlator	o#	12.433965
12.433965	Parlator	"o_k	12.553752
12.553752	Parlator	k^h	12.665277
12.665277	Parlator	o	12.714665
12.714665	Parlator	N	12.760101
12.760101	Parlator	g^h\	12.842712
12.842712	Parlator	w	12.875655
12.875655	Parlator	o#	12.923258
12.923258	Parlator	Z	12.970760
13.009719	Parlator	a	13.061632
13.061632	Parlator	r	13.104722
13.131571	Parlator	u	13.171092
13.171092	Parlator	f	13.257553
13.257553	Parlator	k^h	13.363163
13.402122	Parlator	a#	13.454035
13.542842	Parlator	i_k#	13.592409
13.592409	Parlator	fj)#	13.701588
13.701588	Parlator	n\	13.767677
13.767677	Parlator	i~#	13.877417
13.877417	Parlator	m	13.960029
13.960029	Parlator	a	14.026117
14.026117	Parlator	t^s\	14.137643
