tmin	tier	text	tmax
0	Parlator	(.)	0.195871
0	Informator	(...)	25.327126
0.195871	Parlator	n	0.277687
0.277687	Parlator	O#	0.468592
0.468592	Parlator	m_j	0.758623
0.758623	Parlator	j	0.815390
0.846928	Parlator	"e	0.901592
0.901592	Parlator	L	0.943126
0.943126	Parlator	i#	1.046760
1.046760	Parlator	t^S	1.155849
1.155849	Parlator	a	1.221171
1.251301	Parlator	^zs#	1.341299
1.341299	Parlator	t^h	1.393116
1.393116	Parlator	a	1.446138
1.491295	Parlator	g^k^h#	1.657655
1.657655	Parlator	i_^	1.725769
1.774925	Parlator	a	1.811971
1.843106	Parlator	k^h	1.931813
1.931813	Parlator	"^o	1.950735
1.995829	Parlator	z\#	2.061282
2.061282	Parlator	g^h\	2.132190
2.132190	Parlator	"O	2.171497
2.205824	Parlator	s	2.287641
2.287641	Parlator	p^h\p^h\	2.331276
2.331276	Parlator	O	2.371234
2.393632	Parlator	d^h\	2.437267
2.437267	Parlator	a	2.476358
2.499993	Parlator	Z_o	2.579082
2.579082	Parlator	1	2.639080
2.639080	Parlator	L	2.726351
2.726351	Parlator	i#	2.797259
2.797259	Parlator	Z	2.898165
2.898165	Parlator	E#	2.996345
2.996345	Parlator	m_j	3.105433
3.105433	Parlator	"^i	3.130051
3.169999	Parlator	o	3.205741
3.249893	Parlator	u_^#	3.296338
3.296338	Parlator	t^S	3.424517
3.424517	Parlator	a	3.547241
3.547241	Parlator	s#	3.631785
3.631785	Parlator	   (.)	4.088845
4.088845	Parlator	a#	4.377929
4.380656	Parlator	v#	4.503381
4.503381	Parlator	n\	4.568834
4.568834	Parlator	^ie	4.683377
4.683377	Parlator	d^z\	4.751072
4.791019	Parlator	e	4.855191
4.855191	Parlator	l	4.926098
4.926098	Parlator	a#	5.037914
5.037914	Parlator	^dt^h	5.149056
5.149056	Parlator	O#	5.203600
5.203600	Parlator	^dt^h	5.301780
5.301780	Parlator	E	5.413357
5.528138	Parlator	S#	5.683589
5.683589	Parlator	(.)	6.253576
6.253576	Parlator	m:	6.657203
6.657203	Parlator	S	6.801745
6.801745	Parlator	E#	6.921742
6.921742	Parlator	b^h\	7.033558
7.033558	Parlator	1	7.084656
7.124603	Parlator	u_^	7.179268
7.261265	Parlator	1#	7.307911
7.307911	Parlator	(i)#	7.476998
7.476998	Parlator	(x)	7.553360
7.553360	Parlator	(u)	7.654266
7.654266	Parlator	d_z\	7.757453
7.803708	Parlator	e	7.872443
7.872443	Parlator	L	7.954259
7.954259	Parlator	"i	8.076984
8.076984	Parlator	i_0#	8.117892
8.117892	Parlator	(.)	8.856966
8.856966	Parlator	i:	8.957794
8.957794	Parlator	z\#	9.173322
9.173322	Parlator	(.)	9.780858
9.780858	Parlator	k^h	9.878685
9.899710	Parlator	a	10.012671
10.012671	Parlator	Z	10.091760
10.091760	Parlator	^td^h\	10.168122
10.168122	Parlator	1#	10.233575
10.233575	Parlator	r	10.278158
10.316003	Parlator	"o	10.368565
10.427207	Parlator	^zs#	10.615384
10.615384	Parlator	(())	10.740836
10.740836	Parlator	(.)	10.934468
10.934468	Parlator	(())	11.160826
11.160826	Parlator	f	11.256278
11.256278	Parlator	t^h	11.404912
11.478499	Parlator	E"#	11.823538
11.823538	Parlator	(.)	12.066260
12.066260	Parlator	n\	12.247057
12.247057	Parlator	e	12.334327
12.334327	Parlator	d^z\	12.422517
12.422517	Parlator	e	12.462465
12.495233	Parlator	l	12.563413
12.563413	Parlator	a#	12.599127
12.631593	Parlator	^dt^h	12.727045
12.727045	Parlator	"O#	12.780849
12.833407	Parlator	u_^	12.892282
12.926132	Parlator	^ZS#	13.147036
13.147036	Parlator	(())	13.488948
13.488948	Parlator	n\	13.617459
13.659509	Parlator	e#	13.701671
13.701671	Parlator	v	13.799850
13.799850	Parlator	(i~)#	13.917120
13.917120	Parlator	Z	13.982573
13.982573	Parlator	E	14.035855
14.035855	Parlator	b^h\	14.121661
14.121661	Parlator	1#	14.157115
14.157115	Parlator	t^h	14.222568
14.222568	Parlator	a	14.258719
14.258719	Parlator	(m)#	14.372564
14.372564	Parlator	(l)	14.405291
14.405291	Parlator	"(u)	14.459835
14.459835	Parlator	d^z\	14.549833
14.549833	Parlator	e#	14.678012
14.678012	Parlator	(.)	15.196182
15.196182	Parlator	(())	15.378905
15.378905	Parlator	b^h\	15.534356
15.534356	Parlator	"E	15.637990
15.637990	Parlator	s:#	15.850712
15.850712	Parlator	(())	15.918892
15.918892	Parlator	(())	16.071616
16.071616	Parlator	(())	16.385009
16.385009	Parlator	(b^h\)	16.499552
16.499552	Parlator	e	16.562278
16.562278	Parlator	z#	16.657730
16.657730	Parlator	"O	16.717729
16.717729	Parlator	(n)	16.780455
16.780455	Parlator	E	16.848635
16.848635	Parlator	(g^h\)	16.903179
16.903179	Parlator	(O)#	16.968632
16.968632	Parlator	b^h	17.042267
17.042267	Parlator	1	17.096811
17.096811	Parlator	^zs#	17.162264
17.162264	Parlator	k^h	17.238626
17.238626	Parlator	o	17.276807
17.276807	Parlator	^i_^	17.317715
17.317715	Parlator	s\	17.443167
17.505893	Parlator	"u	17.580473
17.580473	Parlator	a#	17.635138
17.669525	Parlator	z	17.762250
17.762250	Parlator	(O)	17.844067
17.844067	Parlator	s	17.953155
17.953155	Parlator	t^h	17.996790
17.996790	Parlator	a	18.064971
18.064971	Parlator	(L)	18.146787
18.146787	Parlator	(i)#	18.247694
18.247694	Parlator	(.)	18.618922
18.618922	Parlator	E	18.673946
18.673946	Parlator	r	18.712127
18.712127	Parlator	"a	18.799398
18.799398	Parlator	^zS#	18.903032
18.903032	Parlator	(t^h)	18.965758
18.965758	Parlator	(())	19.093627
19.093627	Parlator	o_k#	19.188239
19.388475	Parlator	i#	19.489382
19.489382	Parlator	n	19.560289
19.560289	Parlator	"a#	19.634426
19.666651	Parlator	^gk^h	19.732104
19.732104	Parlator	S	19.827556
19.827556	Parlator	1#	19.870956
19.870956	Parlator	(k_h)	19.993680
19.993680	Parlator	a	20.044411
20.070042	Parlator	(Z_0)	20.138593
20.138593	Parlator	4	20.165865
20.165865	Parlator	1#	20.214584
20.214584	Parlator	t^h	20.323672
20.323672	Parlator	"O#	20.460033
20.460033	Parlator	(.)	20.929483
20.929483	Parlator	n	21.016754
21.016754	Parlator	"O#	21.221295
21.221295	Parlator	(())	21.616740
21.616740	Parlator	l	21.660376
21.660376	Parlator	"e	21.731283
21.731283	Parlator	k	21.834917
21.834917	Parlator	h	21.914006
21.914006	Parlator	(^i_0)	21.982186
21.982186	Parlator	e#	22.088547
22.088547	Parlator	l	22.134910
22.134910	Parlator	"E	22.194909
22.194909	Parlator	^gk^h	22.238544
22.238544	Parlator	S	22.355814
22.355814	Parlator	1#	22.407631
22.407631	Parlator	b^h\	22.497629
22.497629	Parlator	"^i	22.533579
22.560912	Parlator	e	22.642171
22.642171	Parlator	r	22.669443
22.669443	Parlator	E#	22.865802
22.865802	Parlator	(...)	37.145405
25.327126	Informator	a	25.586211
25.586211	Informator	^dt^h	25.703481
25.703481	Informator	E	25.782570
25.782570	Informator	R	25.809842
25.809842	Informator	a	25.899840
25.899840	Informator	z	25.959838
25.959838	Informator	e	26.033473
26.033473	Informator	S	26.134380
26.134380	Informator	E	26.186197
26.186197	Informator	^dt^h	26.273468
26.273468	Informator	a	26.338921
26.338921	Informator	k^h	26.431646
26.431646	Informator	o	26.499826
26.499826	Informator	Z	26.592551
26.592551	Informator	E	26.758911
26.758911	Informator	d^Z	26.889817
26.889817	Informator	b^h\	27.077994
27.077994	Informator	O::	27.833196
27.833196	Informator	(.)	28.490453
28.490453	Informator	(())	28.553179
28.553179	Informator	O	28.643177
28.643177	Informator	^dt^h	28.738629
28.738629	Informator	O	28.798628
28.798628	Informator	Z	28.858627
28.858627	Informator	(elu)	29.019532
29.019532	Informator	d^z\	29.084985
29.084985	Informator	(eGO)	29.311343
29.311343	Informator	d^z	29.365888
29.365888	Informator	oo	29.398614
29.398614	Informator	t^h	29.461340
29.461340	Informator	g^h\	29.494066
29.494066	Informator	o	29.559519
29.559519	Informator	s	29.630427
29.630427	Informator	t^s\	29.654972
29.654972	Informator	^i	29.695880
29.695880	Informator	a	29.764060
29.764060	Informator	d^h	29.829513
29.829513	Informator	O	29.862240
29.862240	Informator	p^h^j	29.968601
29.968601	Informator	i	30.047690
30.047690	Informator	k^h^n\	30.173142
30.173142	Informator	n\	30.252231
30.252231	Informator	e	30.312229
30.312229	Informator	a	30.402227
30.402227	Informator	l	30.462226
30.462226	Informator	E	30.631077
30.631077	Informator	(.)	31.225609
31.225609	Informator	z	31.353788
31.353788	Informator	1	31.468331
31.468331	Informator	d^s	31.634690
31.634690	Informator	O	31.711052
31.711052	Informator	z	31.790141
31.790141	Informator	E	31.852867
31.852867	Informator	z	31.882866
31.882866	Informator	m	31.945592
31.945592	Informator	a	32.041045
32.041045	Informator	u_^	32.122861
32.122861	Informator	1	32.185587
32.185587	Informator	m_j	32.240131
32.240131	Informator	i	32.398309
32.398309	Informator	b^h\	32.496489
32.496489	Informator	O	32.567396
32.567396	Informator	^dt^h	32.649212
32.649212	Informator	O	32.752846
32.752846	Informator	Z	32.823754
32.823754	Informator	E	33.006477
33.006477	Informator	x	33.082839
33.082839	Informator	O	33.153746
33.153746	Informator	(B)	33.208290
33.208290	Informator	a	33.339196
33.339196	Informator	l_j	33.407377
33.407377	Informator	i	33.535320
33.535320	Informator	v_j	33.617136
33.617136	Informator	^i	33.649863
33.649863	Informator	a	33.707134
33.707134	Informator	d^h\	33.780769
33.780769	Informator	O	33.824404
33.824404	Informator	m	33.898039
33.898039	Informator	O	33.998945
33.998945	Informator	a	34.086216
34.086216	Informator	l	34.127124
