Time_s   F1_Hz   F2_Hz   F3_Hz   F4_Hz
0.026548   850.559363   1695.169614   2631.338334   3461.166031
0.032798   895.101249   1702.826468   2579.973910   2653.420958
0.039048   903.985921   1701.142023   1767.082831   2736.053626
0.045298   689.811524   1735.301946   2015.698064   2919.400196
0.051548   853.488063   1947.082724   2667.871389   3516.952528
0.057798   821.077476   1231.256020   1784.618357   2546.079303
0.064048   848.661039   1486.506937   2330.256038   2759.699771
0.070298   909.304163   1462.096226   2428.143705   2978.293119
0.076548   907.288369   1363.322887   2318.990251   2880.622018
0.082798   780.154784   1364.790689   2153.224063   2927.590685
0.089048   816.440000   1521.768958   2120.597020   2905.378813
0.095298   700.489622   1037.917172   1928.786298   2736.471113
0.101548   1141.560310   1997.720880   2803.239273   3370.828285
0.107798   883.269484   1399.849865   2289.100631   3179.478182
0.114048   794.018674   1488.007886   2276.794415   3145.825920
0.120298   888.882203   1397.500917   1945.945224   2793.628821
0.126548   694.323041   959.976380   1908.216743   2667.228077
0.132798   982.054697   1794.860363   2715.341371   3431.524496
0.139048   997.696604   1905.732579   2682.379918   3387.632904
0.145298   921.176260   1532.944588   2495.519662   3418.661114
0.151548   821.266781   1611.798281   2520.488484   3216.926347
0.157798   729.810555   1552.500808   2567.748691   3047.785640
0.164048   936.669397   1748.119775   2697.236334   3365.483847
0.170298   895.824453   1821.915514   2712.614035   3481.564686
0.176548   904.051209   1672.898318   2545.127646   3359.767218
0.182798   699.385049   1605.374682   2454.899778   3255.448677
0.189048   734.311773   1552.878382   2566.746294   3204.478840
0.195298   720.556466   1403.100528   2477.126842   3235.726840
0.201548   862.319077   1696.825521   2650.172622   3260.533962
0.207798   899.294575   1790.790745   2848.497252   3205.510590
0.214048   976.487900   1741.912222   2838.977301   3388.985777
0.220298   838.089455   1544.192671   2604.685720   3313.615317
0.226548   823.750279   1582.087831   2554.752980   3147.004807
0.232798   739.917054   1461.496882   2348.150653   3287.639192
0.239048   727.063951   1424.959503   2229.472840   3055.172347
0.245298   855.285994   1940.482300   2795.857539   3462.593639
0.251548   852.840160   1184.557848   2093.767234   2649.431698
0.257798   867.774622   1387.474958   2150.313687   3086.676809
0.264048   784.352761   1628.718328   2277.362637   2589.013960
0.270298   819.177893   1698.236562   2617.953109   3511.918169
0.276548   730.835408   1751.407534   2149.047617   3101.381638
0.282798   919.062921   1875.575574   2758.152043   3377.225630
0.289048   814.910589   1841.919970   2719.588338   3430.972646
0.295298   819.719027   1311.196730   2292.346959   3149.527631
0.301548   965.183843   1122.732937   2157.697594   3042.873249
0.307798   692.385206   1514.890861   2358.149249   3043.693547
0.314048   741.465815   1635.136361   2539.925770   3317.876293
0.320298   868.137421   1941.041202   2636.909500   3363.600607
0.326548   909.369228   1913.065297   2648.548617   3452.132321
0.332798   805.779329   1746.944325   2306.657779   2700.688012
0.339048   727.754246   1680.066167   2545.558803   3104.022490
0.345298   574.588855   862.522537   1936.692875   2918.907887
0.351548   868.717684   1025.288378   2007.627901   2963.282552
0.357798   884.962932   1807.322490   2310.333224   2681.191499
0.364048   847.772320   1777.417506   2427.285333   2647.784363
0.370298   919.921173   1696.069571   2616.107067   3388.593244
0.376548   906.386775   1396.793124   1990.583855   3054.314122
0.382798   715.008615   1758.951538   2336.689640   3165.525313
0.389048   802.363448   1798.738044   2539.046096   3479.854841
0.395298   781.516799   1609.165373   2323.414535   2883.231280
0.401548   923.115237   1234.014072   1993.664763   2930.535544
0.407798   969.629356   1880.518287   2768.219506   3431.138123
0.414048   954.195975   1860.524082   2761.318800   3355.413695
0.420298   974.699504   1697.782228   2431.865627   3307.885222
0.426548   906.477177   1676.268021   2747.478564   3434.865873
0.432798   809.423557   1463.619581   2274.978718   2881.645890
0.439048   804.178811   1563.198866   2570.045899   2673.058181
0.445298   742.336190   1633.973562   2563.690057   2896.858523
0.451548   909.252463   1805.219050   2634.823601   3366.438436
0.457798   818.438341   1489.160947   2181.412872   3278.327715
0.464048   820.005646   1625.781427   2194.767393   3166.168307
0.470298   930.325164   1853.403569   2737.976020   3326.913089
0.476548   833.913031   1521.152424   2385.310690   3217.553058
0.482798   727.401111   1458.768746   2256.275557   3155.138157
0.489048   669.746793   1547.961560   2161.997095   3014.923779
0.495298   1037.554681   2046.623584   2752.431248   3449.655633
0.501548   934.856748   1926.599508   2643.665904   3467.856102
0.507798   868.695346   1846.996574   2833.292917   3511.382342
0.514048   928.070292   1743.432629   2688.000450   3473.226652
0.520298   1014.552501   1912.586935   2651.503025   3465.562814
0.526548   964.537997   1996.104295   2727.139490   3423.333268
0.532798   842.072985   1925.789724   2640.326451   3476.590848
0.539048   829.510325   1664.117302   2590.224169   3428.175465
0.545298   746.709270   1620.874105   2406.465676   3330.469974
0.551548   858.928268   1690.595803   2610.339532   3394.469471
0.557798   1034.592821   1989.758329   2874.985654   3447.504103
0.564048   1081.557027   1851.271915   2617.468473   3377.023831
0.570298   786.268131   1537.381173   2544.184328   3279.473376
0.576548   835.044624   1724.029417   2582.575021   3171.514313
0.582798   746.913001   1717.462054   2578.071290   3355.414601
0.589048   730.715848   1670.610038   2627.805608   3411.354002
0.595298   833.604387   1621.691574   2588.618333   2928.338332
0.601548   786.066519   1568.799309   2542.282390   3298.148758
0.607798   773.281603   1660.403297   2436.164894   3208.906169
0.614048   1061.528803   1890.114773   2342.208228   3217.082136
0.620298   874.517354   1396.835915   2428.954086   3306.204258
0.626548   757.036843   1465.269774   2363.329048   3279.958289
0.632798   790.644789   1761.774606   2513.165931   3323.014316
0.639048   818.508311   1590.668195   2561.178861   3390.722144
0.645298   950.178982   1716.922682   2636.156398   3450.854363
0.651548   681.186126   1546.489577   2697.573072   3141.391411
0.657798   671.864624   1528.217635   2424.918055   3259.348241
0.664048   778.952476   1635.229882   2436.051744   3319.490860
0.670298   1082.608599   1797.276103   2717.828142   3345.661057
0.676548   804.889837   1493.663142   2543.424319   3054.889975
0.682798   904.331381   1604.305091   2619.926066   3414.960701
0.689048   752.078470   1747.081140   2613.863780   3395.485019
0.695298   893.424372   1766.893324   2593.561497   3390.836901
0.701548   867.911539   1660.539311   2500.288713   3385.286263
0.707798   1069.514504   1094.916665   2491.402237   3289.127688
0.714048   976.652638   2230.896273   2956.470091   3301.789086
0.720298   846.102096   1926.282061   2678.358681   3366.186950
0.726548   831.719393   1901.809638   2591.885153   3369.538074
0.732798   821.923836   1835.122501   2567.569148   3394.443370
0.739048   850.319512   1780.642484   2558.956415   3408.616737
0.745298   764.830749   1811.497848   2567.031342   3382.754541
0.751548   789.804998   1803.025845   2137.565918   2688.103506
0.757798   896.694527   1629.099304   2540.477052   2766.784882
0.764048   861.492932   1981.339460   2226.963998   2685.318867
0.770298   923.818083   1210.361562   2000.198089   3179.033478
0.776548   869.456193   1893.018822   2644.115925   3391.403021
0.782798   794.336252   1874.566675   2737.093377   3164.829082
0.789048   772.418103   1916.348415   2469.464150   2829.036148
0.795298   743.829833   1536.618989   2054.190163   2972.348010
0.801548   866.204068   1966.310530   2615.632268   3209.846388
0.807798   819.088291   1917.003486   2731.280551   3437.332593
0.814048   929.165802   1834.249931   2638.932224   3448.755343
0.820298   989.951504   1867.262727   2594.912646   3363.693903
0.826548   895.862617   1868.251050   2613.645914   3439.283609
0.832798   760.867015   1780.699758   2549.378885   3395.419710
0.839048   931.779218   1791.031767   2638.642198   3434.253515
0.845298   918.622982   1826.279759   2623.739280   3409.939571
0.851548   893.941293   1839.936843   2512.946310   3392.546948
0.857798   912.821341   1845.015846   2506.644830   3398.171684
0.864048   938.401609   1819.136556   2517.504001   3330.637363
0.870298   867.689914   1830.023838   2578.564984   3332.156570
0.876548   831.814449   1716.253985   1816.013676   2630.571481
0.882798   819.003185   1718.292118   2302.203994   3334.310449
0.889048   785.165376   1640.237908   2597.505616   2956.922687
0.895298   765.299459   1574.992672   2691.001765   3328.652942
0.901548   719.642395   1629.896433   2663.184572   3295.137410
0.907798   770.076300   1844.977542   2469.188856   3229.357247
0.914048   758.165080   1823.860156   2387.213631   3332.741993
0.920298   750.332892   1843.827670   2528.273650   2869.179237
0.926548   854.390600   1553.148463   2472.321756   2583.482678
0.932798   748.398109   1370.249186   2458.056889   3032.019282
0.939048   829.761490   1821.257623   2569.164845   3403.757233
0.945298   887.555357   1840.903078   2658.778916   3283.667113
0.951548   1002.204824   1960.621885   2281.361397   2577.718108
0.957798   1014.854596   2072.153451   2797.885094   3346.429691
0.964048   790.056988   1748.576706   2043.243994   3123.091016
0.970298   792.531836   1783.518317   2124.667827   3009.863888
0.976548   928.330196   2051.914568   2837.086561   3556.767952
0.982798   859.066302   1781.137420   2475.316196   3321.594519
0.989048   638.987148   1722.853704   2504.514536   2956.692170
0.995298   797.921309   1684.162972   1857.598026   2596.143812
1.001548   955.062341   1874.750887   2712.216264   3422.690716
1.007798   873.465384   1805.253345   2670.027861   3275.146655
1.014048   779.515028   1673.952581   2535.019418   3140.591988
1.020298   826.629531   1530.590141   2410.872603   3264.444560
1.026548   867.736438   1827.603123   2467.269861   3384.242385
1.032798   802.420588   1579.080819   2465.674191   3037.512773
1.039048   798.479478   1783.900411   2682.083757   2750.611489
1.045298   821.519851   1644.546443   2605.358124   3330.622743
1.051548   776.029601   1466.554814   2542.087063   3164.550075
1.057798   764.081278   1530.859722   2688.649013   3200.250128
1.064048   776.690114   1619.370428   2529.500918   3280.781828
1.070298   684.540522   1499.166773   2269.660300   3156.707369
1.076548   716.884654   1472.455614   2268.292545   3247.721442
1.082798   937.734676   1838.825220   2738.093021   3380.156445
1.089048   833.183850   1741.025988   2553.851698   3360.902866
1.095298   843.343383   1490.939671   2412.843937   3265.063902
1.101548   835.323128   1815.882733   2391.865687   3281.133153
1.107798   724.656477   1810.783425   2424.448258   3257.250008
1.114048   715.526058   1744.792148   2482.881405   3198.176850
1.120298   622.426226   1397.498817   2393.463427   3326.404688
1.126548   706.367014   1452.557585   2444.163824   3376.717824
1.132798   744.025067   1526.518783   2586.479611   3083.952259
1.139048   880.805390   1676.467725   2640.373290   3409.316182
1.145298   859.532059   1663.655874   2460.021776   3349.959559
1.151548   781.547257   1630.768069   2456.229579   3365.025081
1.157798   777.223069   1684.932285   2464.718237   3329.236247
1.164048   816.488762   1641.857470   2479.785192   3351.091610
1.170298   882.291332   1821.133825   2428.607746   3310.177992
1.176548   910.662070   1787.359052   2254.715623   3194.396121
1.182798   765.323834   1562.722366   2413.564672   3373.744914
1.189048   781.883736   1587.957632   2568.727631   3408.939525
