tmin	tier	text	tmax
0	Eksplorator	(...)	53.501139
0.024889	Parlator	d^h\	0.051187
0.051187	Parlator	"o#	0.077486
0.077486	Parlator	t^h	0.156381
0.156381	Parlator	e	0.207782
0.207782	Parlator	g^h\	0.262769
0.262769	Parlator	o#	0.320148
0.320148	Parlator	Z	0.390675
0.390675	Parlator	e	0.426536
0.426536	Parlator	b^h\	0.489892
0.489892	Parlator	1#	0.541293
0.541293	Parlator	j	0.580740
0.611820	Parlator	w~#	0.687129
0.798686	Parlator	u	0.825793
0.825793	Parlator	(t^S1)	0.963187
0.963187	Parlator	t^s\#	1.033125
1.033125	Parlator	t^h	1.067601
1.067601	Parlator	"a	1.096167
1.156254	Parlator	m#	1.201142
1.201142	Parlator	(.)	1.583664
1.583664	Parlator	s\	1.660168
1.660168	Parlator	l	1.718623
1.718623	Parlator	"o	1.771815
1.771815	Parlator	(w~)	1.845693
1.845693	Parlator	s	1.932376
1.932376	Parlator	c^h	1.987538
1.987538	Parlator	(iC)#	2.137021
2.137021	Parlator	z	2.323500
2.323500	Parlator	v	2.348060
2.348060	Parlator	r	2.391637
2.391637	Parlator	"o	2.453796
2.483681	Parlator	t^h	2.581702
2.581702	Parlator	u	2.616890
2.616890	Parlator	v#	2.664171
2.664171	Parlator	d^h\	2.711453
2.711453	Parlator	l	2.743959
2.743959	Parlator	"a	2.781330
2.781330	Parlator	d^h	2.848271
2.848271	Parlator	e	2.894891
2.894891	Parlator	g^h\	2.963622
2.963622	Parlator	o#	2.998889
2.998889	Parlator	Z	3.051486
3.051486	Parlator	e#	3.091676
3.091676	Parlator	p^h	3.166139
3.166139	Parlator	o	3.240253
3.240253	Parlator	G	3.285677
3.285677	Parlator	o	3.352618
3.352618	Parlator	d^z\	3.450639
3.450639	Parlator	i::#	3.694497
3.731553	Parlator	z#	3.799831
3.854677	Parlator	r	3.894394
3.894394	Parlator	"o	3.923945
3.955466	Parlator	d^z\	4.053110
4.053110	Parlator	(i~n1~)#	4.184602
4.184602	Parlator	s\	4.294577
4.294577	Parlator	l	4.324462
4.324462	Parlator	o	4.402672
4.402672	Parlator	s	4.527771
4.527771	Parlator	c^h	4.580963
4.580963	Parlator	(i)#	4.655825
4.655825	Parlator	n\	4.699707
4.699707	Parlator	e_t#	4.803705
4.803705	Parlator	b^h	4.868256
4.868256	Parlator	a_k	4.917266
4.917266	Parlator	p^h	5.036804
5.036804	Parlator	t^s\	5.095378
5.095378	Parlator	"e#	5.145584
5.145584	Parlator	m	5.222088
5.222088	Parlator	a:#	5.408567
5.408567	Parlator	(_)	5.566897
5.566897	Parlator	z	5.639790
5.639790	Parlator	e#	5.699044
5.699044	Parlator	s\	5.775549
5.775549	Parlator	l	5.831731
5.831731	Parlator	o~	5.933235
5.933235	Parlator	s	6.020998
6.020998	Parlator	k^h	6.085049
6.085049	Parlator	a#	6.157967
6.157967	Parlator	t^h	6.267942
6.267942	Parlator	"o#	6.312407
6.312407	Parlator	(.)	7.052110
7.052110	Parlator	i	7.126224
7.126224	Parlator	(_)	7.168062
7.168062	Parlator	(_)	7.251739
7.251739	Parlator	o	7.307922
7.307922	Parlator	n	7.367587
7.367587	Parlator	a#	7.515814
7.515814	Parlator	(_)	7.690340
7.690340	Parlator	(_)	7.778053
7.778053	Parlator	"o~	7.813514
7.813514	Parlator	n	7.867256
7.867256	Parlator	a#	7.909063
7.909063	Parlator	n\	7.993775
7.993775	Parlator	e~#	8.068638
8.068638	Parlator	(muv)	8.200767
8.200767	Parlator	i#	8.253363
8.308351	Parlator	"o	8.340626
8.383660	Parlator	n	8.461582
8.461582	Parlator	a#	8.500983
8.500983	Parlator	n\	8.563040
8.563040	Parlator	e~#	8.644252
8.644252	Parlator	v^j	8.717170
8.717170	Parlator	j~	8.741331
8.741331	Parlator	e~#	8.762491
8.762491	Parlator	t^s	8.827042
8.827042	Parlator	o#	8.870076
8.870076	Parlator	t^h	8.939408
8.939408	Parlator	o:#	9.025475
