Time_s   F1_Hz   F2_Hz   F3_Hz   F4_Hz
0.026386   364.007751   2929.111070   3075.881855   3963.698551
0.032636   361.613462   2720.653743   2796.518314   3988.853802
0.038886   352.308857   2077.637908   3033.891868   4007.168594
0.045136   365.418458   1969.622385   3243.173307   4059.480230
0.051386   357.880723   2074.217093   3403.124953   4125.470959
0.057636   351.443269   2449.605050   4131.408126   4428.062953
0.063886   376.993168   1957.808693   2988.464244   4078.168300
0.070136   383.564679   1716.156716   3106.288168   4053.626837
0.076386   356.988405   1766.407088   3099.184749   3983.233344
0.082636   358.388572   1892.989239   2914.923379   3821.390278
0.088886   361.337245   2338.916922   2388.266360   3765.502128
0.095136   356.375435   1284.233102   2732.556356   4026.591453
0.101386   321.343721   985.545760   2696.461018   3946.049338
0.107636   309.701217   1076.377614   2789.968873   3957.664138
0.113886   306.786024   1113.259601   2621.098348   3621.649868
0.120136   316.297072   1171.229778   2625.182579   3817.490426
0.126386   322.347227   1700.133218   2631.262297   3883.700707
0.132636   319.149650   2497.057648   2972.758742   4035.116604
0.138886   313.608266   2553.005848   2560.157899   4060.073173
0.145136   324.471921   2396.762647   3141.825988   3671.897194
0.151386   330.866505   2181.938276   3051.378347   3831.577849
0.157636   339.323218   2176.591203   2905.530542   3978.041861
0.163886   338.748090   2439.581154   3421.137872   3691.313607
0.170136   336.729869   2215.979553   3200.994758   4190.536145
0.176386   323.635329   2288.487588   3099.896883   4147.363121
0.182636   316.400819   2214.813009   3586.077323   4543.099950
0.188886   310.159953   1788.078441   2798.800790   4009.077971
0.195136   304.205113   1430.583875   2804.930363   3998.049255
0.201386   314.667214   1413.234674   2846.198383   3644.751796
0.207636   323.770455   1483.938649   2851.400505   3647.862750
0.213886   327.279275   1302.420667   2749.064155   3789.715859
0.220136   328.703507   1642.596171   2827.052321   4028.785584
0.226386   326.926312   1463.733676   2796.914315   4005.012366
0.232636   328.890659   1507.988041   2785.572517   3825.544172
0.238886   341.616425   1728.615435   2827.446362   3899.862633
0.245136   371.290780   1807.644035   3394.520497   3457.597742
0.251386   383.823070   865.266636   2611.689755   3609.223002
0.257636   393.937738   762.274793   2515.224003   3543.592049
0.263886   415.239431   2265.510769   2305.654653   3482.313813
0.270136   451.607653   1780.560610   2942.503744   3834.663160
0.276386   444.843398   1807.599061   2910.889424   3759.731293
0.282636   452.863661   2032.649138   3080.196045   3725.484771
0.288886   351.394783   2051.190724   3224.238987   3856.052994
0.295136   336.156938   2334.537414   2805.084871   3929.717469
0.301386   341.713256   1899.027876   2903.511077   3998.933105
0.307636   364.090877   1936.696531   2937.292803   3785.903537
0.313886   386.128480   1372.258438   2324.548011   3746.280305
0.320136   697.836152   2009.748355   3414.669809   4085.421561
0.326386   711.946840   1942.335179   3101.860343   4098.379925
0.332636   658.986092   1996.530497   3121.682749   4082.354012
0.338886   584.084589   2174.441516   3166.547268   4194.244937
0.345136   446.504531   2096.872554   2841.439044   4040.584665
0.351386   371.194869   1924.134573   2986.862680   4069.440205
0.357636   338.249627   2078.081989   2243.499176   3465.553252
0.363886   333.262212   1812.584792   2609.625250   3822.697216
0.370136   340.982898   1587.130938   2799.480627   3959.301911
0.376386   355.148057   1578.281267   2847.087876   3894.907130
0.382636   340.224621   2073.787832   3025.789480   4167.034838
0.388886   1465.117668   1607.052081   3010.920139   4193.861315
0.395136   1513.313802   1808.124833   2798.647243   4089.882652
0.401386   911.357584   2056.603490   2874.817030   4102.463414
0.407636   911.244766   1910.702924   2847.160779   3899.743002
0.413886   972.135006   2016.650788   3040.603710   3758.286329
0.420136   641.185490   1823.071222   2993.976475   3914.160990
0.426386   586.916208   1374.174887   2808.495459   3770.076087
0.432636   583.021354   1199.921787   2629.980242   3696.154973
0.438886   642.883497   1221.458714   2457.819316   3698.961716
0.445136   667.519433   1426.661998   2338.721722   3687.045983
0.451386   655.077141   1366.084556   2261.735269   3690.714208
0.457636   613.938219   1322.664113   1985.493579   3685.346265
0.463886   603.800693   1367.323798   1893.942003   3614.847863
0.470136   606.380460   1522.525244   2175.095555   3459.166154
0.476386   602.147900   1520.423325   2533.083081   3521.055333
0.482636   600.986771   1474.103898   2357.295778   3472.929917
0.488886   608.887787   1467.174561   2208.329330   3573.861556
0.495136   608.611106   1456.656611   2084.403492   3538.298721
0.501386   610.634923   1506.320936   2082.067805   3652.103188
0.507636   626.534038   1608.918774   2125.771148   3681.098004
0.513886   603.993505   1606.119091   2055.908874   3682.070092
0.520136   587.854692   1086.113305   1574.750294   3491.888371
0.526386   524.108617   1112.926001   1629.854596   3415.284683
0.532636   507.321143   1610.569057   1754.462080   3343.534052
0.538886   538.464871   1579.306976   3133.281872   3261.829639
0.545136   494.098488   1582.160214   3031.017354   3426.119268
0.551386   410.589437   1554.706934   2789.998599   3418.814621
0.557636   383.034835   1512.865947   1983.249187   3415.329677
0.563886   386.257903   1584.075941   2450.040376   3393.579034
0.570136   393.842927   612.344317   1710.017900   3364.563715
0.576386   365.886106   699.989624   1819.928077   3687.891868
0.582636   416.457607   657.960186   1736.664907   3926.134106
0.588886   440.671574   1469.958073   4063.507397   4251.930511
0.595136   424.779319   1345.818924   3998.164162   4345.393195
0.601386   427.427934   569.058379   1280.982858   3948.697240
0.607636   457.059228   1402.125413   3952.729514   4404.244903
0.613886   530.928117   1571.316522   3716.123053   4351.214426
0.620136   505.994168   1571.485479   3520.564644   4320.684269
0.626386   498.824952   1601.595185   3511.021404   4305.581836
0.632636   433.670722   1623.313056   3507.038543   4238.038449
0.638886   412.828924   1597.983087   3028.913433   3897.212554
0.645136   435.836370   1502.976754   2844.892901   3936.583564
0.651386   423.619167   1479.050447   2819.768278   3931.390079
0.657636   389.724954   1555.588587   2813.725671   3801.758092
0.663886   399.045901   1567.882598   2818.760250   3846.972406
0.670136   415.754053   1530.348439   2820.622971   3871.538957
0.676386   410.131685   1548.522772   2840.416469   3869.989046
0.682636   419.761717   1539.994827   2835.060944   3808.060700
0.688886   431.522032   1572.747086   2859.586937   3821.252633
0.695136   443.558866   1639.256602   2875.195698   3871.901171
0.701386   446.852516   1603.342647   2857.530183   3878.560008
0.707636   445.477259   1506.074439   2859.660920   3871.423460
0.713886   452.586157   1433.398531   2799.281396   3873.199557
0.720136   447.209463   1388.745675   2782.946189   3857.840500
0.726386   444.508190   1501.382332   2792.011655   3855.886786
0.732636   459.123212   1453.891266   2755.923328   3854.654974
0.738886   492.783401   1386.496631   2728.441630   3839.237917
0.745136   488.215193   1423.866424   2745.905443   3857.167900
0.751386   516.955865   1401.318078   2770.931720   3901.233496
0.757636   480.791323   801.936031   2763.765256   4010.893764
0.763886   378.002373   675.061270   2557.762084   4012.794767
0.770136   445.771175   738.100807   1998.249752   3704.984084
0.776386   434.068223   1537.659271   2293.596050   3807.117248
0.782636   437.430190   1548.627786   2352.712396   3886.560296
0.788886   465.486107   1483.494181   2335.471093   3904.428560
0.795136   507.694387   1466.804065   2657.211529   3852.224438
0.801386   567.690079   1606.173670   2238.152041   3802.338989
0.807636   1083.740659   1714.388822   3415.847816   4213.945121
0.813886   973.924101   1662.901929   3295.259510   4187.679854
0.820136   774.445660   1504.889785   3335.275696   4373.437237
0.826386   1100.702877   1712.406015   3476.382571   4393.044177
0.832636   1100.531230   1841.207282   3523.057069   4390.634953
0.838886   1065.093033   1810.501092   3578.616755   4308.330639
0.845136   1091.163157   1621.070075   3585.500598   3961.855391
0.851386   363.182611   1511.178820   3272.293903   4104.507448
0.857636   331.863174   1512.178819   2851.745593   3970.434971
0.863886   331.735604   1496.022213   2663.475581   3776.788532
0.870136   330.626617   1469.449144   3238.529541   3467.827678
0.876386   328.051335   1371.038586   2880.412137   3697.519671
0.882636   327.115672   1416.102234   2867.122106   3777.414390
0.888886   354.237997   1290.468235   2108.176916   3738.421393
0.895136   372.658104   1106.207409   1933.895559   3360.795990
0.901386   344.301572   1116.267847   1913.437977   3656.508856
0.907636   332.078734   1009.562492   1574.788056   3871.339701
0.913886   331.084343   751.834690   1483.675855   3832.734820
0.920136   328.669183   704.189855   1490.455924   3728.675245
0.926386   327.414965   1269.938121   2274.093471   4286.987137
0.932636   326.794690   403.773394   1467.533177   4029.127531
0.938886   328.185029   1033.826023   1581.451643   3602.177582
0.945136   335.310015   1018.333365   2023.439924   3427.658492
0.951386   334.028323   1003.393183   2898.480794   3932.541804
0.957636   327.033237   1024.113452   3709.966522   3948.842595
0.963886   322.277651   897.983820   3817.914170   3950.450101
0.970136   321.094193   807.080692   3686.160638   3985.204785
0.976386   338.131308   897.613782   3606.310129   3897.872039
0.982636   380.598896   1073.896246   3809.182760   3876.779541
0.988886   436.671572   1163.928282   3846.795547   4397.825553
0.995136   425.014107   1177.317648   3308.593720   3963.031077
1.001386   420.726566   1183.106399   3131.401260   4012.609242
1.007636   435.716052   1180.808610   1217.615097   3639.274110
1.013886   425.550051   1172.614649   1397.296897   3619.702081
1.020136   424.515549   1176.206847   1599.374505   3622.714655
1.026386   423.664808   1287.496737   1568.819956   3630.204198
1.032636   428.159496   1354.460730   2789.268860   3647.425975
1.038886   421.596860   1045.168606   2287.870070   3653.577359
1.045136   412.945419   798.141685   1943.934511   3649.132117
1.051386   412.093225   623.798217   1922.474488   3640.324016
1.057636   398.578778   1879.703862   3638.275417   4153.696103
1.063886   476.336340   1956.550588   3182.973969   3648.404705
1.070136   482.281968   1971.855866   2774.148409   3655.813625
1.076386   416.113127   1990.014630   2850.299011   3708.391142
1.082636   404.965310   2007.625495   2767.452878   3764.836035
1.088886   405.582101   1984.811729   2741.445465   3738.281620
1.095136   411.743770   2016.140708   2848.286805   3760.275702
1.101386   432.224506   1983.484713   2893.520148   3720.366162
1.107636   470.033505   1961.804412   3020.334042   3661.239155
1.113886   530.302586   1960.672504   3127.479961   3679.054420
1.120136   625.794459   1968.370694   3163.900299   3340.889517
1.126386   773.924076   1969.330060   3241.151831   3242.342424
1.132636   1023.198259   2000.429631   3230.415414   3818.611174
1.138886   1084.169645   2143.216376   3320.156497   3884.208140
1.145136   875.050391   1864.776715   3257.662847   3634.643812
1.151386   871.748188   1802.187720   3204.099745   3575.983725
1.157636   929.831260   1759.642209   3110.124052   3504.412752
1.163886   822.004551   1597.867226   2993.267863   3535.844635
1.170136   780.985059   1622.220227   2985.624379   3651.443925
1.176386   734.879138   1781.886737   3055.979269   3770.381524
1.182636   649.298256   1689.542805   3038.190850   3720.585025
1.188886   596.861148   1770.964554   3083.600776   3679.937004
1.195136   447.160853   1896.586404   3153.876445   3640.671663
1.201386   415.606675   1867.016203   3150.664145   3650.629228
1.207636   405.519749   1884.080105   3059.197616   3681.458227
1.213886   402.159195   1887.804247   3079.764236   3701.261764
1.220136   392.808996   1839.323937   3084.484958   3750.165353
1.226386   392.197485   1831.595751   2884.590023   3745.054935
1.232636   399.750349   1818.172801   2840.675101   3753.314885
1.238886   410.209879   1781.926082   2803.063897   3761.760641
1.245136   394.647179   1834.378191   2859.757292   3792.915644
1.251386   394.972044   1817.271412   2805.111066   3784.281982
1.257636   378.737403   1778.616388   2781.361060   3793.119576
1.263886   327.197550   1349.869323   2611.841520   3716.261617
1.270136   332.751597   2084.267588   3408.029378   4495.091997
1.276386   354.298517   2027.214501   3375.796263   4099.993015
1.282636   364.106473   1899.952823   3131.974287   3898.602756
1.288886   372.139576   1618.377094   2756.949523   3734.781332
1.295136   439.213913   1640.030509   2920.977381   3739.571466
1.301386   673.306872   1804.678547   3523.139710   3748.248529
1.307636   612.886994   1807.526645   3114.907282   3701.615738
1.313886   609.425013   1844.624807   3236.407535   3681.770512
1.320136   667.705650   1800.424885   3315.341786   3758.987370
1.326386   656.016050   1757.606293   3413.011330   3783.606920
1.332636   780.234428   1761.958246   3506.221630   3762.857280
1.338886   744.478334   1679.686065   3499.799820   3742.563190
1.345136   717.110715   1652.392473   3491.586320   3704.994202
1.351386   705.483801   1712.893201   3518.539363   3683.695696
1.357636   685.070499   1749.270531   3380.596383   3677.020530
1.363886   725.412698   1838.242699   3395.162428   3605.233228
1.370136   724.442963   1816.124217   3594.253281   3599.952942
1.376386   751.144416   1793.630429   3582.593888   3612.147161
1.382636   814.178262   1765.845761   3605.250884   3723.218372
1.388886   809.410926   1716.946779   3470.082941   3680.126931
1.395136   766.761963   1717.214321   3409.365758   3647.364567
1.401386   737.025988   1708.403665   3623.754830   4083.451384
1.407636   693.857161   1728.593319   3787.746573   4165.878874
1.413886   705.371191   1710.950805   3775.502607   4170.449341
1.420136   631.937557   702.526361   1712.191298   3724.583574
1.426386   758.605155   1687.751287   3730.666944   4040.168964
1.432636   739.510654   1702.174077   3625.717916   4043.077915
1.438886   671.176528   1675.360508   3666.043864   4106.645302
1.445136   527.743700   630.227248   1643.665870   3673.973831
1.451386   594.136705   689.718945   1799.336731   3750.270494
1.457636   766.402838   1867.840245   1886.877055   3793.384390
1.463886   523.782969   678.904919   1868.067003   3803.763997
1.470136   643.197841   1826.220674   3783.553281   3886.044943
1.476386   568.072125   1348.423062   2334.233762   3653.598864
1.482636   540.556995   1172.358305   3093.104540   3628.033658
1.488886   556.497250   1340.155220   3203.759367   3990.789542
1.495136   586.390352   1657.236632   3538.155078   4042.423160
1.501386   606.286465   1645.098313   3619.739573   4048.283843
1.507636   584.474677   1645.306812   3736.049094   4002.673946
1.513886   592.376626   1650.563045   1874.829086   3919.783346
1.520136   655.337861   1638.271510   2193.024500   3896.047267
1.526386   656.678055   1669.150944   1790.517747   3882.075191
1.532636   652.958054   1741.153696   2552.913465   3895.646507
1.538886   473.114028   1261.892814   2202.029696   3803.166406
1.545136   445.098061   1218.793420   2232.708013   3733.133166
1.551386   423.953394   1228.015767   2237.970302   3654.092972
1.557636   450.182903   1244.757061   2218.066935   3569.821246
1.563886   340.266143   1219.702470   2080.845365   3673.269360
1.570136   890.658700   1863.025711   3099.724991   4268.319568
1.576386   814.108017   1866.225844   3069.504715   3925.767156
1.582636   638.722450   1589.785860   1981.547273   3657.358267
1.588886   706.276623   1893.324620   3238.072381   4367.439606
1.595136   768.110770   1879.810950   3081.549374   4288.091108
1.601386   129.875903   1308.566174   2633.426014   4041.544701
1.607636   1632.986116   2763.997644   4062.328056   4941.623219
1.613886   1098.715494   2271.811200   3202.175231   4192.573118
1.620136   1083.950768   2090.603465   3072.050879   4076.733011
1.626386   1162.220188   2143.560809   3102.680795   4016.603592
1.632636   1238.391300   2377.213678   2897.373651   3939.132470
1.638886   1310.228788   2370.230667   3029.734219   4019.131255
1.645136   1347.234470   2171.024816   3038.363548   3795.171981
1.651386   1401.230212   2050.615083   3006.692720   3813.186641
1.657636   1473.201743   2076.619313   2891.814965   3857.314683
1.663886   1581.975141   2148.746846   3002.420674   3925.910213
1.670136   1535.671695   2339.062810   3168.184095   3981.665937
1.676386   1476.740531   2340.887184   3232.927480   4340.323446
1.682636   1346.447705   2418.520145   3252.948902   4296.771712
1.688886   1535.605780   2284.562467   2969.998873   4034.036469
1.695136   1470.760660   2281.252080   2963.246240   3879.920263
1.701386   1377.876488   2377.472899   3302.355441   3758.804476
1.707636   1433.500442   2466.802446   3422.269194   4384.451167
1.713886   1422.346456   2422.610223   3274.426400   4144.217585
1.720136   1286.314224   2268.510975   3093.720262   3977.207052
1.726386   1460.284853   2103.264307   3038.548037   3848.156348
1.732636   1427.265208   2159.119402   2926.453176   3820.600687
1.738886   1292.609852   2236.363086   3262.399427   3948.813548
1.745136   1248.358711   2306.155841   3360.573874   4132.161446
1.751386   1318.699856   2247.308557   3310.913200   4052.458101
1.757636   1409.802545   2358.906731   3344.071602   3924.781756
1.763886   1573.777518   2498.823018   3440.337590   3960.784914
1.770136   1400.802560   2366.898499   2817.911218   3681.668490
1.776386   1320.104665   2269.283204   3607.470525   3634.820748
1.782636   1370.339436   2194.255216   3477.839697   3946.537631
1.788886   1261.367743   2179.294597   3370.267698   4188.062452
1.795136   1373.163269   2272.925785   3254.279972   4062.621914
1.801386   1373.846584   2170.279078   3121.333972   3960.371124
1.807636   1473.761824   2452.427407   3287.465362   4232.846668
1.813886   1351.884058   2395.345674   3381.648921   4165.061546
1.820136   1342.834987   2251.326535   3079.566413   4000.095252
1.826386   1338.405425   2285.098076   3001.037061   4075.105972
1.832636   1406.436959   2436.277744   2967.966422   4150.448087
1.838886   1456.924569   2380.424181   3014.463472   4020.399596
1.845136   1303.087922   2154.227067   3128.842215   4022.039536
1.851386   1293.002262   2098.161986   3123.877050   3947.633964
1.857636   1462.340801   2241.487104   3030.589922   4056.847546
1.863886   1335.165078   2390.246024   2964.614672   4205.504793
1.870136   1411.401659   2388.867603   3081.069465   4274.359253
1.876386   1498.884290   2073.288085   2821.143659   3867.001289
1.882636   1463.546737   2476.511382   3408.673139   4210.061793
1.888886   1390.510569   2356.281766   3213.197695   4126.707268
1.895136   1282.560052   2224.262240   3141.759878   4065.691823
1.901386   1304.961961   2120.302985   3183.797962   4162.380022
1.907636   1519.857155   2022.429074   3196.044289   3992.878759
1.913886   1406.068307   2297.275068   3062.218527   3821.876999
1.920136   1454.549000   2330.633258   3558.368129   4250.847716
1.926386   1337.925080   2190.193322   3282.370181   4259.091561
1.932636   1385.787979   2365.777754   3262.820566   4376.414748
1.938886   1512.720418   2436.710560   3171.838780   4252.839378
1.945136   1443.625487   2179.728810   3174.234293   4251.834106
1.951386   1354.866662   2207.004698   3087.922911   4288.212297
1.957636   1268.527432   2278.169798   3074.601891   4081.986172
1.963886   1306.916680   2284.107193   3049.924350   4170.272961
1.970136   1352.927470   2248.961183   3349.352187   4261.442007
1.976386   1561.908300   2447.142789   3256.711534   4122.444321
1.982636   1313.425403   2128.795668   3024.929060   3955.959431
1.988886   1276.181416   2224.918286   2800.067029   3662.043628
1.995136   1206.890313   2279.332544   3140.859497   3803.217199
2.001386   1418.171073   2136.452893   2842.484795   3929.522913
2.007636   1226.582365   2276.821970   3022.155533   4140.725692
2.013886   1136.067921   2260.028949   3057.031881   4089.882268
2.020136   1219.181495   2114.066570   2984.331803   3953.062137
2.026386   1225.252510   2259.296850   3028.814192   3926.700137
2.032636   1258.557672   2173.310635   3052.581111   3860.362545
2.038886   1403.896409   2304.724705   2918.584788   3748.683194
2.045136   1261.713290   2287.593736   3136.871324   3625.387470
2.051386   1370.261764   2148.941422   3000.494550   3857.478200
2.057636   1464.047153   2444.104877   3123.040417   4169.493660
2.063886   1512.249422   2401.766448   3144.610701   4109.078866
2.070136   1224.673623   2161.636446   2930.974275   3818.926386
2.076386   1347.581027   2171.514606   2907.905166   3879.771162
2.082636   1296.204268   2252.427119   3046.629931   4334.939187
2.088886   1169.238656   2159.670096   2972.366988   4047.923684
2.095136   1242.318170   2302.466224   2866.198633   3948.559934
2.101386   1350.831004   2220.211555   3099.418195   4092.266132
2.107636   1364.896488   2242.563464   3185.288651   4127.201875
2.113886   1338.829306   2238.199487   3105.804171   3961.856941
2.120136   1287.780016   2390.200299   3004.787662   3906.585447
2.126386   1236.716288   2336.854392   3074.990734   3884.591889
2.132636   1271.861515   2405.822309   2944.853881   4060.309021
2.138886   1324.107618   2248.394551   2996.838272   3964.865027
2.145136   1348.149337   2313.377451   3126.432052   4036.100719
2.151386   1342.349062   2351.395548   3160.497250   4103.304358
2.157636   1550.291705   2079.771837   3201.530838   4208.589117
2.163886   1378.729673   1962.317558   3125.307026   3975.473242
2.170136   1312.932476   2027.340755   3042.715690   3885.776041
2.176386   1241.538447   2282.802922   3154.565462   3834.175157
2.182636   1284.109296   2373.974897   3078.464329   3962.079716
2.188886   1237.920508   2267.862610   3139.537339   3983.782853
