tmin	tier	text	tmax
0	Eksplorator	(.)	0.527396
0	Parlator	(...)	7.058931
0.527396	Eksplorator	(_)	0.962592
0.962592	Eksplorator	(.)	1.521848
1.521848	Eksplorator	a maS	1.862522
1.862522	Eksplorator	(.)	2.447378
2.447378	Eksplorator	potrafiS jakos\ ruZn\it^se pokazat^s\ ced1 muviS gvarow~ a ced1 po polsku	6.050695
6.050695	Eksplorator	(...)	25.698127
7.058931	Parlator	v#z	7.135730
7.135730	Parlator	"a	7.232222
7.232222	Parlator	s	7.307052
7.358841	Parlator	a	7.407311
7.407311	Parlator	t^s\	7.530163
7.530163	Parlator	e:#	8.015798
8.015798	Parlator	x	8.147735
8.147735	Parlator	1	8.196965
8.196965	Parlator	t^h	8.275734
8.275734	Parlator	o	8.331632
8.331632	Parlator	m#	8.380102
8.380102	Parlator	s\	8.460840
8.460840	Parlator	e#	8.500984
8.500984	Parlator	n	8.579753
8.579753	Parlator	a#	8.647915
8.647915	Parlator	(t1m#)	8.790458
8.790458	Parlator	(.)	9.306222
9.306222	Parlator	S	9.365298
9.365298	Parlator	"e#	9.432251
9.432251	Parlator	g^h\	9.475574
9.475574	Parlator	o	9.526773
9.526773	Parlator	d^h\	9.579942
9.579942	Parlator	o	9.637049
9.637049	Parlator	m#	9.669936
9.669936	Parlator	b^h\	9.721135
9.721135	Parlator	o#	9.774894
9.774894	Parlator	s\l_0	9.896985
9.896985	Parlator	u	9.983630
9.983630	Parlator	sk	10.093906
10.093906	Parlator	u#	10.152983
10.152983	Parlator	(.)	10.847354
10.847354	Parlator	a	10.881421
10.881421	Parlator	l	10.942466
10.942466	Parlator	e#	10.995045
10.995045	Parlator	a#	11.073813
11.073813	Parlator	t^S	11.205750
11.205750	Parlator	"e	11.270734
11.270734	Parlator	b^h\	11.331780
11.331780	Parlator	a#	11.418425
11.418425	Parlator	m	11.505661
11.505661	Parlator	u	11.587778
11.587778	Parlator	vj)	11.656700
11.656700	Parlator	i	11.784699
11.784699	Parlator	t^s\#	11.893596
11.893596	Parlator	t^h	11.987527
11.987527	Parlator	o#	12.045225
12.045225	Parlator	m	12.106270
12.106270	Parlator	u	12.209878
12.209878	Parlator	v^j	12.270924
12.270924	Parlator	j	12.316976
12.370145	Parlator	a#	12.420584
12.420584	Parlator	(.)	12.566306
12.566306	Parlator	(_)	12.871533
12.871533	Parlator	(_)	13.011347
13.011347	Parlator	(_)	13.153131
13.153131	Parlator	(_)	13.253560
13.253560	Parlator	s\	13.424882
13.424882	Parlator	e#	13.645434
13.645434	Parlator	Z	13.722233
13.722233	Parlator	e#	14.011707
14.011707	Parlator	(.)	14.282347
14.282347	Parlator	s\	14.364196
14.364196	Parlator	l	14.445791
14.445791	Parlator	"u~	14.537316
14.537316	Parlator	s	14.611205
14.611205	Parlator	c^h	14.643654
14.643654	Parlator	e#	14.699819
14.699819	Parlator	v	14.788434
14.788434	Parlator	e	14.851449
14.851449	Parlator	n	14.881928
14.881928	Parlator	(t^s)	15.053250
15.053250	Parlator	1#	15.154707
15.154707	Parlator	(jes#)	15.361475
15.361475	Parlator	(.)	16.618773
16.618773	Parlator	i	16.655077
16.655077	Parlator	n	16.718091
16.718091	Parlator	o#	16.783075
16.783075	Parlator	Z	16.867751
16.867751	Parlator	e#	16.920920
16.920920	Parlator	n	16.991812
16.991812	Parlator	a#	17.018353
17.018353	Parlator	(_)	17.089244
17.089244	Parlator	(_)	17.274350
17.274350	Parlator	(_)	17.363993
17.363993	Parlator	v	17.427008
17.427008	Parlator	j	17.475210
17.475210	Parlator	"a	17.553978
17.553978	Parlator	(zd)	17.634716
17.634716	Parlator	a#	17.702697
17.702697	Parlator	k^h	17.792253
17.792253	Parlator	a	17.890714
17.890714	Parlator	j#	17.973420
17.973420	Parlator	(ino#)	18.169230
18.169230	Parlator	(tf)	18.279506
18.279506	Parlator	"a#	18.414524
18.414524	Parlator	d^h^j	18.485415
18.485415	Parlator	n\	18.594580
18.594580	Parlator	i#	18.639014
18.639014	Parlator	p^h	18.763074
18.763074	Parlator	o	18.881227
18.881227	Parlator	(fj_0e_0t^sm_01_0#)	19.123270
19.123270	Parlator	n	19.195189
19.195189	Parlator	a#	19.344849
19.344849	Parlator	(.)	19.705215
19.705215	Parlator	t^h	19.779017
19.779017	Parlator	"1	19.826278
19.826278	Parlator	t^s\	19.895201
19.895201	Parlator	i#	19.964123
19.964123	Parlator	t^S	20.094091
20.094091	Parlator	a	20.194521
20.194521	Parlator	s	20.285962
20.285962	Parlator	u_k#	20.398208
20.398208	Parlator	(.)	20.920049
20.920049	Parlator	t^h	20.979125
20.979125	Parlator	o#	21.028355
21.028355	Parlator	s\	21.124847
21.124847	Parlator	e#	21.175188
21.175188	Parlator	u	21.240172
21.240172	Parlator	mj)	21.297109
21.297109	Parlator	j	21.333583
21.333583	Parlator	"a#	21.378875
21.378875	Parlator	d^h\	21.432985
21.432985	Parlator	o	21.503877
21.503877	Parlator	st^h	21.615180
21.615180	Parlator	o	21.658503
21.658503	Parlator	s	21.768779
21.768779	Parlator	o	21.845578
21.845578	Parlator	v	21.944039
21.944039	Parlator	a#	22.005084
22.005084	Parlator	t^h	22.066130
22.066130	Parlator	e	22.109452
22.109452	Parlator	(go#jew~z1ka)	22.418619
22.418619	Parlator	(.)	23.726005
23.726005	Parlator	(Ze#ja#)	23.871727
23.871727	Parlator	mw)	23.967190
23.967190	Parlator	S	24.016421
24.016421	Parlator	a#	24.104094
24.104094	Parlator	s\	24.152296
24.152296	Parlator	e#	24.219249
24.219249	Parlator	w	24.295107
24.295107	Parlator	"o	24.341340
24.341340	Parlator	s	24.412232
24.412232	Parlator	w	24.442798
24.442798	Parlator	u	24.495967
24.495967	Parlator	G	24.523536
24.523536	Parlator	a#	24.599307
24.599307	Parlator	(t1go#)	24.860101
24.860101	Parlator	(...)	37.462295
25.698127	Eksplorator	no tak	26.166630
26.166630	Eksplorator	(_)	26.412781
26.412781	Eksplorator	(to jes)	26.706194
26.706194	Eksplorator	nav vaZne jak s\e gd^z\es\ jest	28.291239
28.291239	Eksplorator	(.)	28.594497
28.594497	Eksplorator	vas\n\e	28.803234
28.803234	Eksplorator	(.)	30.022176
30.022176	Eksplorator	potrafiS s\e dostosovat^s\ a znaS na pS1kwat lud^z\i ktuZ1	32.342855
32.342855	Eksplorator	(.)	32.691406
32.691406	Eksplorator	n\e sow~ s\low~zakami	33.729010
33.729010	Eksplorator	(.)	34.325681
34.325681	Eksplorator	a:	34.640755
34.640755	Eksplorator	(.)	35.052320
35.052320	Eksplorator	naut^S1li s\e muvit^s\ po s\low~sku	36.259277
36.259277	Eksplorator	(...)	43.504901
37.462295	Parlator	f#z	37.548546
37.548546	Parlator	a	37.600140
37.600140	Parlator	s	37.688754
37.688754	Parlator	"a	37.777369
37.777369	Parlator	d^z\	37.903399
37.903399	Parlator	e::#	38.559146
38.559146	Parlator	(.)	39.070577
39.070577	Parlator	v	39.117838
39.117838	Parlator	"e	39.183386
39.183386	Parlator	d^h\	39.240493
39.240493	Parlator	u	39.287754
39.287754	Parlator	k^h#	39.417722
39.417722	Parlator	mj)	39.482706
39.482706	Parlator	j	39.584541
39.584541	Parlator	e#	39.724355
39.815333	Parlator	(.)	40.427758
40.427758	Parlator	j	40.484865
40.484865	Parlator	"o#	40.533701
40.533701	Parlator	s\	40.612469
40.612469	Parlator	e~#	40.669576
40.669576	Parlator	n\	40.734560
40.734560	Parlator	e#	40.775914
40.775914	Parlator	s	40.842867
40.842867	Parlator	p^h	40.904307
40.904307	Parlator	o	40.968897
40.968897	Parlator	t^h	41.029942
41.029942	Parlator	k^h	41.095321
41.095321	Parlator	o	41.142187
41.142187	Parlator	w#	41.189448
41.189448	Parlator	v	41.258371
41.258371	Parlator	e	41.300119
41.300119	Parlator	d^h\	41.337534
41.337534	Parlator	u#	41.408425
41.408425	Parlator	m^j	41.491132
41.491132	Parlator	e#	41.579747
41.579747	Parlator	n\#	41.648669
41.648669	Parlator	i	41.738688
41.738688	Parlator	z\	41.864718
41.864718	Parlator	e#	41.961774
41.961774	Parlator	s\	42.034070
42.034070	Parlator	e_k#	42.182155
42.182155	Parlator	(.)	42.305821
42.305821	Parlator	(naut^S1t^s\#fS1scego#)	43.189997
43.189997	Parlator	(...)	44.269520
43.504901	Eksplorator	n\e id^z\e t^Semu	44.160648
44.160648	Eksplorator	(...)	46.858298
44.269520	Parlator	n\	44.369385
44.369385	Parlator	e#	44.515501
44.515501	Parlator	(.)	44.952271
44.952271	Parlator	b^h\	44.988112
44.988112	Parlator	o:#	45.210633
45.210633	Parlator	s\	45.356354
45.356354	Parlator	"u	45.466630
45.466630	Parlator	s	45.527281
45.527281	Parlator	c^h	45.606444
45.606444	Parlator	i#	45.671034
45.710418	Parlator	"e~	45.765556
45.765556	Parlator	z	45.864017
45.864017	Parlator	1	45.899462
45.899462	Parlator	c^h#	45.962477
45.962477	Parlator	e	46.031794
46.031794	Parlator	(s#t^hf)	46.132224
46.132224	Parlator	a	46.184828
46.184828	Parlator	r_0	46.262192
46.262192	Parlator	(t1_0)#	46.378375
46.378375	Parlator	(...)	47.608962
46.858298	Eksplorator	tfard1	47.086727
47.608962	Parlator	u	47.659767
47.659767	Parlator	n^j#	47.724751
47.724751	Parlator	j	47.758228
47.758228	Parlator	"e	47.801551
47.801551	Parlator	s#	47.850781
47.850781	Parlator	t^f	47.935851
47.935851	Parlator	a	47.976810
47.976810	Parlator	r	48.054004
48.054004	Parlator	d^h\	48.136711
48.260207	Parlator	i:#	48.804103
48.804103	Parlator	(_)	48.876964
48.876964	Parlator	(_)	48.999055
48.999055	Parlator	(_)	49.142808
49.142808	Parlator	(_)	49.276714
49.276714	Parlator	(_)	49.414559
49.414559	Parlator	(_)	49.481512
49.481512	Parlator	(kt)	49.607542
49.607542	Parlator	o	49.680403
49.680403	Parlator	s\#	49.735146
49.735146	Parlator	s#	49.808401
49.808401	Parlator	p^h	49.871416
49.871416	Parlator	"o	49.932067
49.932067	Parlator	l	49.983661
49.983661	Parlator	s^j	50.075820
50.075820	Parlator	c^h	50.153013
50.153013	Parlator	i#	50.332212
50.332212	Parlator	(.)	51.277433
51.277433	Parlator	(_)	51.464338
51.464338	Parlator	(.)	51.763264
51.763264	Parlator	(f)	51.793197
51.793197	Parlator	i	51.879842
51.879842	Parlator	t^s\	51.942857
51.942857	Parlator	"i	52.108270
52.108270	Parlator	S#	52.320945
52.320945	Parlator	(.)	53.081061
53.081061	Parlator	b^h\	53.134230
53.134230	Parlator	"a	53.176988
53.176988	Parlator	r	53.248444
53.248444	Parlator	r^z\	53.311459
53.311459	Parlator	o#	53.362658
53.362658	Parlator	d^h\	53.459150
