Time_s   F1_Hz   F2_Hz   F3_Hz   F4_Hz
0.025850   505.055860   1718.910844   3073.796852   3403.846739
0.032100   413.403550   1739.399614   3033.937750   3521.396751
0.038350   404.363106   1869.660938   2666.964679   3406.254944
0.044600   480.923209   1938.506240   2868.541194   3205.490858
0.050850   532.922713   1637.260441   2562.886456   3402.362191
0.057100   597.483145   1475.795542   2324.559594   3476.629597
0.063350   648.825248   1888.478138   2678.674791   4301.054476
0.069600   720.108859   2010.353425   2760.362582   4321.407388
0.075850   698.126503   1931.463354   2593.336886   4296.959683
0.082100   691.872713   1585.579375   2363.526642   3747.229924
0.088350   734.035200   1389.198201   2336.909966   3613.939560
0.094600   753.371450   1332.643424   2342.671813   3608.898891
0.100850   618.838684   1386.018942   2312.818351   3693.461065
0.107100   587.778698   1341.913683   2409.549559   3319.073940
0.113350   586.771418   1321.191507   2440.213358   3092.652538
0.119600   588.891664   1323.919482   2475.386169   3173.541743
0.125850   614.369136   1269.615251   2339.326381   3123.347880
0.132100   654.247766   1305.109604   2307.360866   3136.824709
0.138350   591.179790   1350.031180   2470.707851   3015.087017
0.144600   545.093423   1370.474407   2523.425426   3137.973210
0.150850   549.032325   1343.194164   2454.297557   3402.432183
0.157100   561.499879   1292.252149   2395.153229   3387.631634
0.163350   562.050042   1294.230019   2424.865753   3470.379984
0.169600   580.220318   1182.580573   2403.655745   3483.373714
0.175850   563.308444   1170.224222   2379.926346   3385.888965
0.182100   563.427072   1259.394182   2429.530578   3460.250667
0.188350   649.918595   1307.474815   2539.706251   3510.416724
0.194600   734.466817   1457.237646   2583.917759   3731.606021
0.200850   726.207423   1531.238145   2664.735289   3808.434092
0.207100   610.538235   1445.799670   2709.033929   3578.039741
0.213350   592.606060   1440.943775   2733.214282   3559.569631
0.219600   677.293441   1582.260177   2700.121578   3606.788757
0.225850   930.044708   1233.397060   2742.494922   3440.481026
0.232100   786.472498   1741.299717   2762.852597   3346.534001
0.238350   772.202648   2056.316623   2874.890938   3314.497885
0.244600   803.334872   1880.306621   2858.276378   3441.833698
0.250850   765.396057   2088.288216   2857.340713   3631.856953
0.257100   760.924142   2266.970953   2818.283622   3670.280328
0.263350   829.435371   2150.388757   2666.749765   3506.770888
0.269600   905.056940   2165.799982   2620.938963   3511.117651
0.275850   822.953234   2637.663745   3502.776934   4049.531355
0.282100   753.036396   2722.266042   3407.377910   3638.034964
0.288350   594.087931   2341.977467   2768.328255   3764.126876
0.294600   706.533238   2105.880697   2693.578526   3567.359235
0.300850   657.495706   1862.944034   2726.226471   3449.638628
0.307100   687.347804   1911.753336   2671.463154   3471.541629
0.313350   1494.001895   2658.672584   3546.462168   4351.687567
0.319600   1365.785585   2671.669468   3310.406028   3530.368702
0.325850   554.113632   1828.386451   2738.427058   3541.404464
0.332100   494.107558   1696.712489   2647.555975   3383.415750
0.338350   534.368783   1665.560357   2727.096195   3488.835714
0.344600   541.514023   1660.444467   2734.331994   3509.640528
0.350850   561.225606   1560.964499   2812.835649   3454.842354
0.357100   540.367003   1511.468809   2802.876761   3513.846938
0.363350   1444.098058   2615.807741   3479.412352   4338.234059
0.369600   594.103005   1557.589600   2535.012344   3428.135466
0.375850   580.490358   1719.178025   2604.325253   3518.274638
0.382100   652.718481   1727.784379   2661.830608   3681.235537
